,YYYYMM,AGENT_CODE,AGENT_NM,CUST_TYPE,PRD_CATG,PRD_BRAND,REGION,PROVINCE,TM_CAL_PERIOD,AG_SALE_OUT_OTHER_FLG,AG_SALE_OUT_FLG,SALE_OUT_AGENT,SALE_OUT_AGENT_OTHER,BEG_STOCK_AGENT,END_STOCK_AGENT,BUY_IN,collected_at
834,201809,0001007986,บจก.เตียเจริญ เบฟเวอเรจ,Agent,Spirits,RuangKhao,Region 4,Sakon Nakhon,T3,-,-,14893.0,6831.0,4830.0,4217.0,14280.0,2021-04-28 14:27:48
835,201809,0001007986,บจก.เตียเจริญ เบฟเวอเรจ,Agent,Spirits,Sangsom,Region 4,Sakon Nakhon,T3,-,-,233.0,140.0,78.0,107.0,262.0,2021-04-28 14:27:48
836,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,Blend285,Region 4,Sakon Nakhon,T3,-,-,83.0,1.0,149.0,111.0,45.0,2021-04-28 14:27:48
837,201809,0001007985,บจก.เติ้นหยง,Agent,Beer,ChangClassic,Region 4,Sakon Nakhon,T3,ERR,-,15131.708333333336,0.0,20599.0,15545.0,10077.708333333334,2021-04-28 14:27:48
838,201809,0001007985,บจก.เติ้นหยง,Agent,Beer,Federbrau,Region 4,Sakon Nakhon,T3,ERR,-,80.0,,10.0,20.0,90.0,2021-04-28 14:27:48
839,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,HongThong,Region 4,Sakon Nakhon,T3,-,-,997.0,138.0,234.0,272.0,1035.0,2021-04-28 14:27:48
840,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,Kulov,Region 4,Sakon Nakhon,T3,ERR,-,27.0,,30.0,4.0,1.0,2021-04-28 14:27:48
841,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,Prayanak,Region 4,Sakon Nakhon,T3,ERR,-,11.0,,16.0,25.0,20.0,2021-04-28 14:27:48
842,201809,0001007985,บจก.เติ้นหยง,Agent,NAB,Rock Mountain,Region 4,Sakon Nakhon,T3,-,-,615.0,435.0,759.0,564.0,420.0,2021-04-28 14:27:48
843,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,RuangKhao,Region 4,Sakon Nakhon,T3,-,-,17236.0,5116.0,4621.0,5125.0,17740.0,2021-04-28 14:27:48
844,201809,0001007985,บจก.เติ้นหยง,Agent,Spirits,Sangsom,Region 4,Sakon Nakhon,T3,-,-,333.0,9.0,121.0,73.0,285.0,2021-04-28 14:27:48
845,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Beer,Archa,Region 4,Khon Kaen,T3,-,-,2648.0,1128.0,1782.0,934.0,1800.0,2021-04-28 14:27:48
846,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,Blend285,Region 4,Khon Kaen,T3,ERR,-,58.0,0.0,1208.0,1250.0,100.0,2021-04-28 14:27:48
847,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,NAB,Chang,Region 4,Khon Kaen,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
848,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Beer,ChangClassic,Region 4,Khon Kaen,T3,-,-,20629.0,2622.0,21432.0,18533.0,17730.0,2021-04-28 14:27:48
849,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,ChiangChun,Region 4,Khon Kaen,T2,ERR,-,17.0,,5.0,38.0,50.0,2021-04-28 14:27:48
850,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,Meridian,Region 4,Khon Kaen,T3,ERR,-,22.0,,14.0,12.0,20.0,2021-04-28 14:27:48
851,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,Prayanak,Region 4,Khon Kaen,T3,ERR,-,217.0,,3.0,41.0,255.0,2021-04-28 14:27:48
852,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,NAB,Rock Mountain,Region 4,Khon Kaen,T3,ERR,-,97.0,0.0,174.0,497.0,420.0,2021-04-28 14:27:48
853,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,RuangKhao,Region 4,Khon Kaen,T3,-,-,13800.0,6924.0,5252.0,4372.0,12920.0,2021-04-28 14:27:48
854,201809,0001007984,หจก.เด็กไทยค้าข้าว,Agent,Spirits,Sangsom,Region 4,Khon Kaen,T3,-,-,522.0,354.0,848.0,998.0,672.0,2021-04-28 14:27:48
855,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Beer,Archa,Region 4,Khon Kaen,T3,ERR,ERR,-545.0,0.0,555.0,2060.0,960.0,2021-04-28 14:27:48
856,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,Blend285,Region 4,Khon Kaen,T3,ERR,-,38.0,0.0,63.0,125.0,100.0,2021-04-28 14:27:48
857,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Beer,ChangClassic,Region 4,Khon Kaen,T3,ERR,-,4510.0,0.0,8003.0,12472.0,8979.0,2021-04-28 14:27:48
858,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,ChiangChun,Region 4,Khon Kaen,T1,ERR,-,3.0,,5.0,2.0,0.0,2021-04-28 14:27:48
859,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,HongThong,Region 4,Khon Kaen,T3,-,-,884.0,544.0,743.0,459.0,600.0,2021-04-28 14:27:48
860,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,NAB,JubJai,Region 4,Khon Kaen,T3,-,-,99.0,69.0,40.0,25.0,84.0,2021-04-28 14:27:48
861,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,Meridian,Region 4,Khon Kaen,T3,-,-,2.0,0.0,2.0,4.0,4.0,2021-04-28 14:27:48
862,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,Prayanak,Region 4,Khon Kaen,T3,-,-,50.0,37.0,11.0,21.0,60.0,2021-04-28 14:27:48
863,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,RuangKhao,Region 4,Khon Kaen,T3,-,-,10117.0,4772.0,10250.0,9563.0,9430.0,2021-04-28 14:27:48
864,201809,0001007981,หจก.เคี้ยงรุ่งเรืองพานิช,Agent,Spirits,Sangsom,Region 4,Khon Kaen,T3,-,-,191.0,80.0,93.0,90.0,188.0,2021-04-28 14:27:48
865,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Beer,Archa,Region 2,Chon Buri,T3,ERR,-,2365.0,,2335.0,2070.0,2100.0,2021-04-28 14:27:48
866,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,Blend285,Region 2,Chon Buri,T3,-,-,1328.0,1148.0,1602.0,574.0,300.0,2021-04-28 14:27:48
867,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,NAB,Chang,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
868,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Beer,ChangClassic,Region 2,Chon Buri,T3,ERR,-,27248.875,,16413.0,19492.0,30327.875,2021-04-28 14:27:48
869,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,ChooSibNiw,Region 2,Chon Buri,T3,-,-,490.0,313.0,459.0,269.0,300.0,2021-04-28 14:27:48
870,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,NAB,GreenTea,Region 2,Chon Buri,T3,-,-,1583.0,947.0,3393.0,4893.0,3083.0,2021-04-28 14:27:48
871,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,HongThong,Region 2,Chon Buri,T3,-,-,7917.0,4813.0,4818.0,4501.0,7600.0,2021-04-28 14:27:48
872,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,PhayaSeur,Region 2,Chon Buri,T3,-,-,385.0,345.0,508.0,423.0,300.0,2021-04-28 14:27:48
873,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,NAB,Rock Mountain,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
874,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,RuangKhao,Region 2,Chon Buri,T3,-,-,28652.0,15795.0,11467.0,12715.0,29900.0,2021-04-28 14:27:48
875,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,Sangsom,Region 2,Chon Buri,T3,-,-,573.0,331.0,484.0,831.0,920.0,2021-04-28 14:27:48
876,201809,0001007934,บจก.น้าวัฒนไพบูลย์,Agent,Spirits,WhiteTiger,Region 2,Chon Buri,T3,-,-,659.0,309.0,1168.0,809.0,300.0,2021-04-28 14:27:48
877,201809,0001007851,หจก.บุญวรชัย,Agent,Beer,Archa,Region 2,Chon Buri,T3,ERR,-,802.0,,918.0,616.0,500.0,2021-04-28 14:27:48
878,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,Blend285,Region 2,Chon Buri,T3,-,-,875.0,286.0,98.0,103.0,880.0,2021-04-28 14:27:48
879,201809,0001007851,หจก.บุญวรชัย,Agent,NAB,Chang,Region 2,Chon Buri,T1,ERR,-,660.0,,2069.0,1409.0,0.0,2021-04-28 14:27:48
880,201809,0001007851,หจก.บุญวรชัย,Agent,Beer,ChangClassic,Region 2,Chon Buri,T3,ERR,-,55232.29166666666,,49852.0,19249.0,24629.291666666664,2021-04-28 14:27:48
881,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,ChooSibNiw,Region 2,Chon Buri,T3,-,-,343.0,152.0,141.0,148.0,350.0,2021-04-28 14:27:48
882,201809,0001007851,หจก.บุญวรชัย,Agent,Beer,Federbrau,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
883,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,HongThong,Region 2,Chon Buri,T3,-,-,5566.0,4166.0,2602.0,1156.0,4120.0,2021-04-28 14:27:48
884,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,Meridian,Region 2,Chon Buri,T3,-,-,23.0,13.0,8.0,10.0,25.0,2021-04-28 14:27:48
885,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,MungkornThong,Region 2,Chon Buri,,ERR,-,-99.0,0.0,,-99.0,-99.0,2021-04-28 14:27:48
886,201809,0001007851,หจก.บุญวรชัย,Agent,NAB,Rock Mountain,Region 2,Chon Buri,T3,ERR,ERR,,,,22.0,420.0,2021-04-28 14:27:48
887,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,RuangKhao,Region 2,Chon Buri,T3,-,-,8981.0,4175.0,3788.0,3107.0,8300.0,2021-04-28 14:27:48
888,201809,0001007851,หจก.บุญวรชัย,Agent,Spirits,Sangsom,Region 2,Chon Buri,T3,-,-,748.0,101.0,194.0,101.0,655.0,2021-04-28 14:27:48
889,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,NAB,100Plus,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
890,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Beer,Archa,Region 2,Chon Buri,T3,ERR,-,2114.0,,1412.0,498.0,1200.0,2021-04-28 14:27:48
891,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,Bangyikhan,Region 2,Chon Buri,T3,ERR,-,1.0,0.0,0.0,19.0,20.0,2021-04-28 14:27:48
892,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,Blend285,Region 2,Chon Buri,T3,ERR,-,1067.0,0.0,0.0,453.0,1520.0,2021-04-28 14:27:48
893,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Beer,ChangClassic,Region 2,Chon Buri,T3,ERR,-,30644.0,,36487.0,8858.0,3015.0,2021-04-28 14:27:48
894,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,ChooSibNiw,Region 2,Chon Buri,T3,ERR,-,61.0,0.0,0.0,89.0,150.0,2021-04-28 14:27:48
895,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,NAB,GreenTea,Region 2,Chon Buri,T3,ERR,ERR,-194.0,0.0,0.0,1821.0,1627.0,2021-04-28 14:27:48
896,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,HongThong,Region 2,Chon Buri,T3,ERR,-,2983.0,0.0,0.0,1537.0,4520.0,2021-04-28 14:27:48
897,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,NAB,JubJai,Region 2,Chon Buri,T3,ERR,ERR,-4.0,0.0,0.0,148.0,144.0,2021-04-28 14:27:48
898,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,Kulov,Region 2,Chon Buri,T3,-,-,205.0,23.0,0.0,427.0,632.0,2021-04-28 14:27:48
899,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,MungkornThong,Region 2,Chon Buri,T3,ERR,ERR,-8.0,0.0,0.0,18.0,10.0,2021-04-28 14:27:48
900,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,PhayaSeur,Region 2,Chon Buri,T3,ERR,-,430.0,0.0,0.0,70.0,500.0,2021-04-28 14:27:48
901,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,NAB,Rock Mountain,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
902,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,RuangKhao,Region 2,Chon Buri,T3,ERR,-,11992.0,0.0,0.0,4808.0,16800.0,2021-04-28 14:27:48
903,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,Sangsom,Region 2,Chon Buri,T3,ERR,-,917.0,0.0,0.0,601.0,1518.0,2021-04-28 14:27:48
904,201809,0001007721,หจก.พัฒนสินมั่นคง,Agent,Spirits,WhiteTiger,Region 2,Chon Buri,T3,ERR,-,17.0,0.0,0.0,83.0,100.0,2021-04-28 14:27:48
905,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Beer,Archa,Region 2,Chon Buri,T3,ERR,-,3308.0,,4572.0,4024.0,2760.0,2021-04-28 14:27:48
906,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,Blend285,Region 2,Chon Buri,T3,ERR,ERR,-2913.0,0.0,0.0,5638.0,2725.0,2021-04-28 14:27:48
907,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,NAB,Chang,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
908,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Beer,ChangClassic,Region 2,Chon Buri,T3,ERR,-,71990.54166666666,,93538.0,35841.0,14293.541666666664,2021-04-28 14:27:48
909,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,ChooSibNiw,Region 2,Chon Buri,T3,ERR,ERR,-156.0,0.0,0.0,396.0,240.0,2021-04-28 14:27:48
910,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,NAB,GreenTea,Region 2,Chon Buri,T3,ERR,ERR,-5574.0,0.0,0.0,7440.0,1866.0,2021-04-28 14:27:48
911,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,HongThong,Region 2,Chon Buri,T3,ERR,ERR,-5023.0,0.0,0.0,12123.0,7100.0,2021-04-28 14:27:48
912,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,NAB,JubJai,Region 2,Chon Buri,T3,ERR,ERR,-324.0,0.0,0.0,468.0,144.0,2021-04-28 14:27:48
913,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,Meridian,Region 2,Chon Buri,T3,ERR,ERR,-49.0,0.0,0.0,65.0,16.0,2021-04-28 14:27:48
914,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,PhayaSeur,Region 2,Chon Buri,T3,ERR,ERR,-20.0,0.0,0.0,875.0,855.0,2021-04-28 14:27:48
915,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,NAB,Rock Mountain,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
916,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,RuangKhao,Region 2,Chon Buri,T3,ERR,ERR,-16279.0,0.0,0.0,34469.0,18190.0,2021-04-28 14:27:48
917,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,Sangsom,Region 2,Chon Buri,T3,ERR,ERR,-3186.0,0.0,0.0,4544.0,1358.0,2021-04-28 14:27:48
918,201809,0001007720,บจก.สุภา คอร์ปอเรชั่น,Agent,Spirits,WhiteTiger,Region 2,Chon Buri,T3,ERR,ERR,-275.0,0.0,0.0,305.0,30.0,2021-04-28 14:27:48
919,201809,0001007719,บจก.ตากุ,Agent,Beer,Archa,Region 2,Chon Buri,T3,ERR,-,1389.0,,1060.0,371.0,700.0,2021-04-28 14:27:48
920,201809,0001007719,บจก.ตากุ,Agent,Spirits,Blend285,Region 2,Chon Buri,T3,-,-,1371.0,561.0,1586.0,915.0,700.0,2021-04-28 14:27:48
921,201809,0001007719,บจก.ตากุ,Agent,NAB,Chang,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
922,201809,0001007719,บจก.ตากุ,Agent,Beer,ChangClassic,Region 2,Chon Buri,T3,ERR,-,59138.04166666667,,36676.0,12623.0,35085.04166666667,2021-04-28 14:27:48
923,201809,0001007719,บจก.ตากุ,Agent,Spirits,ChooSibNiw,Region 2,Chon Buri,T3,-,-,368.0,224.0,130.0,62.0,300.0,2021-04-28 14:27:48
924,201809,0001007719,บจก.ตากุ,Agent,Spirits,HongThong,Region 2,Chon Buri,T3,-,-,2674.0,1392.0,3749.0,4440.0,3365.0,2021-04-28 14:27:48
925,201809,0001007719,บจก.ตากุ,Agent,Spirits,Kulov,Region 2,Chon Buri,T3,-,-,457.0,105.0,473.0,30.0,14.0,2021-04-28 14:27:48
926,201809,0001007719,บจก.ตากุ,Agent,Spirits,Meridian,Region 2,Chon Buri,T3,-,-,3.0,2.0,2.0,9.0,10.0,2021-04-28 14:27:48
927,201809,0001007719,บจก.ตากุ,Agent,Spirits,MungkornThong,Region 2,Chon Buri,T3,-,-,10.0,5.0,24.0,24.0,10.0,2021-04-28 14:27:48
928,201809,0001007719,บจก.ตากุ,Agent,Spirits,PhayaSeur,Region 2,Chon Buri,T3,-,-,256.0,186.0,21.0,65.0,300.0,2021-04-28 14:27:48
929,201809,0001007719,บจก.ตากุ,Agent,NAB,Rock Mountain,Region 2,Chon Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
930,201809,0001007719,บจก.ตากุ,Agent,Spirits,RuangKhao,Region 2,Chon Buri,T3,-,-,24765.0,16649.0,8509.0,6464.0,22720.0,2021-04-28 14:27:48
931,201809,0001007719,บจก.ตากุ,Agent,Spirits,Sangsom,Region 2,Chon Buri,T3,-,-,488.0,314.0,253.0,365.0,600.0,2021-04-28 14:27:48
932,201809,0001007719,บจก.ตากุ,Agent,Spirits,WhiteTiger,Region 2,Chon Buri,T3,-,-,128.0,125.0,326.0,298.0,100.0,2021-04-28 14:27:48
933,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Beer,Archa,Region 3,Roi Et,T3,-,-,368.0,258.0,454.0,286.0,200.0,2021-04-28 14:27:48
934,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,Blend285,Region 3,Roi Et,T3,-,-,115.0,89.0,244.0,269.0,140.0,2021-04-28 14:27:48
935,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,NAB,Chang,Region 3,Roi Et,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
936,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Beer,ChangClassic,Region 3,Roi Et,T3,-,-,7567.0,3667.0,46080.0,42613.0,4100.0,2021-04-28 14:27:48
937,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,NAB,GreenTea,Region 3,Roi Et,T3,-,-,655.0,465.0,2958.0,3031.0,728.0,2021-04-28 14:27:48
938,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,HongThong,Region 3,Roi Et,T3,-,-,3028.0,1967.0,5135.0,4107.0,2000.0,2021-04-28 14:27:48
939,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,NAB,JubJai,Region 3,Roi Et,T3,-,-,193.0,131.0,991.0,820.0,22.0,2021-04-28 14:27:48
940,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,Kulov,Region 3,Roi Et,T3,ERR,-,9.670000000000002,,26.0,18.33,2.0,2021-04-28 14:27:48
941,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,Prayanak,Region 3,Roi Et,T1,ERR,-,78.0,,0.0,22.0,100.0,2021-04-28 14:27:48
942,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,RuangKhao,Region 3,Roi Et,T3,-,-,34352.0,15492.0,27099.0,26447.0,33700.0,2021-04-28 14:27:48
943,201809,0001007717,หจก.รุ่งรัตน์(ปรีชา) การพาณิชย์,Agent,Spirits,Sangsom,Region 3,Roi Et,T3,-,-,41.0,0.0,224.0,263.0,80.0,2021-04-28 14:27:48
944,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Beer,Archa,Region 3,Nakhon Ratchasima,T3,ERR,-,67.0,,100.0,133.0,100.0,2021-04-28 14:27:48
945,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,Blend285,Region 3,Nakhon Ratchasima,T3,-,-,18.0,12.0,29.0,26.0,15.0,2021-04-28 14:27:48
946,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Beer,ChangClassic,Region 3,Nakhon Ratchasima,T3,-,-,4683.0,1073.0,4391.0,3808.0,4100.0,2021-04-28 14:27:48
947,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,HongThong,Region 3,Nakhon Ratchasima,T3,-,-,700.0,452.0,377.0,492.0,815.0,2021-04-28 14:27:48
948,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,Kulov,Region 3,Nakhon Ratchasima,T3,ERR,-,6.0,,4.67,0.67,2.0,2021-04-28 14:27:48
949,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,Prayanak,Region 3,Nakhon Ratchasima,T3,ERR,-,44.0,,5.0,1.0,40.0,2021-04-28 14:27:48
950,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,RuangKhao,Region 3,Nakhon Ratchasima,T3,-,-,4425.0,1584.0,2998.0,3278.0,4705.0,2021-04-28 14:27:48
951,201809,0001007692,นายเฉลียว หมีมะเริง,Agent,Spirits,Sangsom,Region 3,Nakhon Ratchasima,T3,-,-,8.25,6.25,6.25,4.0,6.0,2021-04-28 14:27:48
952,201809,0001007687,หจก.สุราจตุรพักตรพิมาน,Agent,Beer,ChangClassic,Region 3,Roi Et,T3,-,-,1818.0,1413.0,11884.0,11266.0,1200.0,2021-04-28 14:27:48
953,201809,0001007687,หจก.สุราจตุรพักตรพิมาน,Agent,Spirits,HongThong,Region 3,Roi Et,T3,-,-,234.0,122.0,506.0,567.0,295.0,2021-04-28 14:27:48
954,201809,0001007687,หจก.สุราจตุรพักตรพิมาน,Agent,Spirits,RuangKhao,Region 3,Roi Et,T3,-,-,7438.0,3798.0,2322.0,2384.0,7500.0,2021-04-28 14:27:48
955,201809,0001007687,หจก.สุราจตุรพักตรพิมาน,Agent,Spirits,Sangsom,Region 3,Roi Et,T3,ERR,-,10.0,,34.83,54.83,30.0,2021-04-28 14:27:48
956,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Beer,Archa,Region 3,Ubon Ratchathani,T3,-,-,3447.0,27.0,2740.0,793.0,1500.0,2021-04-28 14:27:48
957,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,Blend285,Region 3,Ubon Ratchathani,T3,-,-,335.0,112.0,320.75,285.75,300.0,2021-04-28 14:27:48
958,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,NAB,Chang,Region 3,Ubon Ratchathani,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
959,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Beer,ChangClassic,Region 3,Ubon Ratchathani,T3,-,-,30990.0,1115.0,27921.0,19431.0,22500.0,2021-04-28 14:27:48
960,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,HongThong,Region 3,Ubon Ratchathani,T3,-,-,3463.0,694.0,3672.0,2059.0,1850.0,2021-04-28 14:27:48
961,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,Kulov,Region 3,Ubon Ratchathani,T3,-,-,137.0,115.33,138.0,18.0,17.0,2021-04-28 14:27:48
962,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,Prayanak,Region 3,Ubon Ratchathani,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
963,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,NAB,Rock Mountain,Region 3,Ubon Ratchathani,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
964,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,RuangKhao,Region 3,Ubon Ratchathani,T3,-,-,38732.0,17792.0,8112.0,9030.0,39650.0,2021-04-28 14:27:48
965,201809,0001007678,หจก.แพท แพม เทรดดิ้ง 2009,Agent,Spirits,Sangsom,Region 3,Ubon Ratchathani,T3,-,-,1059.0,290.0,487.0,278.0,850.0,2021-04-28 14:27:48
966,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Beer,Archa,Region 3,Si Sa Ket,T3,ERR,-,1842.0,0.0,884.0,1042.0,2000.0,2021-04-28 14:27:48
967,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Spirits,Bangyikhan,Region 3,Si Sa Ket,T3,ERR,-,11.25,0.0,6.0,5.75,11.0,2021-04-28 14:27:48
968,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Spirits,Blend285,Region 3,Si Sa Ket,T3,ERR,-,127.5,0.0,103.5,91.0,115.0,2021-04-28 14:27:48
969,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Beer,ChangClassic,Region 3,Si Sa Ket,T3,-,-,15491.0,883.0,14535.0,11614.0,12570.0,2021-04-28 14:27:48
970,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Spirits,ChiangChun,Region 3,Si Sa Ket,T1,ERR,-,2.0,0.0,3.0,1.0,0.0,2021-04-28 14:27:48
971,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Beer,Federbrau,Region 3,Si Sa Ket,T3,ERR,-,247.0,0.0,10.0,13.0,250.0,2021-04-28 14:27:48
972,201809,0001007672,หจก.สมบัติ อ.พยุห์การสุรา,Agent,Spirits,HongThong,Region 3,Si Sa Ket,T3,-,-,2658.0,24.0,644.0,566.0,2580.0,2021-04-28 14:27:48
